Город;Описание;Картинка;Голосов;Ссылка
ЗАВОЛЖЬЕ, НИЖЕГОРОДСКАЯ ОБЛАСТЬ;ШКОЛА № 15 Г. ЗАВОЛЖЬЕ ДЛЯ ДЕТЕЙ - ЛУЧШЕЕ;https://www.promonado.ru/domestos-schools/thumb/E2874274-1451-43B6-A649-5B824F17857F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=174
ПАРТИЗАНСК ПРИМОРСКИЙ КРАЙ;МБОУ СОШ 50 УЛ. ПУШКИНСКАЯ РЕМОНТА ОЧЕНЬ ДАВНО НЕ БЫЛО, ВСЕ СТАРОЕ, ОЧЕНЬ ХОЧЕТСЯ ПОМОЧЬ ШКОЛЕ, А ФИНАНСОВ НЕТ;https://www.promonado.ru/domestos-schools/thumb/76B8574A-7B53-468C-A2D3-CD44231C5242.jpg;20;https://www.promonado.ru/domestos-schools/?voteid=175
ЧУВАШСКАЯ РЕСПУБЛИКА, Г.ЧЕБОКСАРЫ;Г. ЧЕБОКСАРЫ, БАУМАНА, 10 МБОУ "ЛИЦЕЙ 44" ТУАЛЕТ ДЛЯ МАЛЬЧИКОВ;https://www.promonado.ru/domestos-schools/thumb/C5FD6EF5-1C7E-422B-994F-279AE8657B6C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=177
ЗАВОЛЖЬЕ, НИЖЕГОРОДСКАЯ ОБЛАСТЬ;МБОУ "СРЕДНЯЯ ШКОЛА № 15" Г. ЗАВОЛЖЬЕ, УЛ ПУШКИНА, 4 РЕМОНТ НУЖЕН;https://www.promonado.ru/domestos-schools/thumb/075D0E8A-F3E0-4C98-922A-337CD2217E78.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=179
РП ТУМА;МОУ "ТУМСКАЯ СОШ № 3" АДРЕС: РЯЗАНСКАЯ ОБЛАСТЬ, КЛЕПИКОВСКИЙ РАЙОН, РП ТУМА, УЛ. СОВЕТСКАЯ Д. 76А ЭТО ТУАЛЕТ ДЕВОЧЕК. ТУАЛЕТ ПОДДЕРЖИВАЕТСЯ В ДОЛЖНОМ СОСТОЯНИИ, НО ТРЕБУЕТ РЕМОНТА. ХОТЕЛОСЬ БЫ ИМЕТЬ ОТДЕЛЬНЫЕ КАБИНКИ, ТАК КАК ДЛЯ ДЕВОЧЕК ЭТО ОЧЕНЬ ВАЖНО В ОПРЕДЕЛЁННЫЕ ДНИ!;https://www.promonado.ru/domestos-schools/thumb/4B06AD1F-5DA4-42C7-9ED8-6AEF8C7C4B37.jpg;142;https://www.promonado.ru/domestos-schools/?voteid=180
ВЛАДИВОСТОК;МБОУ "СОШ № 72 Г. ВЛАДИВОСТОКА" КАК ПРИЯТНО БУДЕТ ВИДЕТЬ ОТРЕМОНТИРОВАННЫЙ ТУАЛЕТ! ОЧЕНЬ ХОЧЕТСЯ ПОРАДОВАТЬ УЧЕНИКОВ НАШЕЙ ШКОЛЫ.;https://www.promonado.ru/domestos-schools/thumb/24F703D5-107B-44AA-A59E-358971E9025F.jpg;142;https://www.promonado.ru/domestos-schools/?voteid=182
КАЗАНЬ;ЕРШОВА, Д.55, К.1 СТАРАЯ ШКОЛА, СТАРЫЕ ТУАЛЕТЫ. НЕОБХОДИМ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/5314EFB3-9768-4B02-8B17-613F27C2EDF8.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=183
;РОСТОВСКАЯ ОБЛАСТЬ, АЗОВСКИЙ РАЙОН. СТ. ЕЛИЗАВЕТИНСКАЯ. УЛ. ПАВШИХ БАЙЦОВ 1 ДОБРОЕ ВРЕМЯ СУТОК. НАША НЕ БОЛЬШАЯ СЕЛЬСКАЯ ШКОЛА, ОЧЕНЬ ХОЧЕТ ПОУЧАСТВОВАТЬ В АКЦИИ. РЕМОНТ В ШКОЛЬНОМ ТУАЛЕТЕ БЫЛ БЫ ОЧЕНЬ КСТАТИ.;https://www.promonado.ru/domestos-schools/thumb/3DAEA862-6038-4385-9108-A967FA6D643D.jpg;819;https://www.promonado.ru/domestos-schools/?voteid=184
ЗАВОЛЖЬЕ, НИЖЕГОРОДСКАЯ ОБЛАСТЬ;МБОУ СРЕДНЯЯ ШКОЛА № 15. Г. ЗАВОЛЖЬЕ, УЛ. ПУШКИНА. 4 СОСТОЯНИЕ ТУАЛЕТОВ НЕ ОЧЕНЬ, ХОТЕЛОСЬ БЫ ДЛЯ ДЕТЕЙ ПОЛУЧШЕ.;https://www.promonado.ru/domestos-schools/thumb/4FCE3FB1-FDB0-41C8-B2EB-AD9511CE4DC1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=186
ТОЛЬЯТТИ;БУЛЬВАР ЛУНАЧАРСКОГО, 11. МБУ "ШКОЛА 71" ТУАЛЕТ В ПЛОХОМ СОСТОЯНИИ. НЕТ ДАЖЕ УНИТАЗОВ.;https://www.promonado.ru/domestos-schools/thumb/6ADE839F-A5D2-4563-B64C-BD59972FE868.jpg;13;https://www.promonado.ru/domestos-schools/?voteid=189
ОРЕНБУРГ;УЛ. ПРОСТОРНАЯ, ЗД. 14/1 МОАУ "СОШ № 69 В КАЖДОЙ ШКОЛЕ ЕСТЬ СВОИ НЕДОСТАТКИ, НО С ЭТОЙ ПРОБЛЕМОЙ ВСТРЕЧАЕШЬСЯ ВО ВСЕХ ШКОЛАХ - ШКОЛЬНЫЕ ТУАЛЕТЫ. УДИВЛЯТЬСЯ НЕЧЕМУ. СЛАВА БОГУ, ЧТО В ШКОЛЕ, В КОТОРОЙ УЧИТСЯ МОЯ ДОЧЬ, СДЕЛАЛИ РЕМОНТ ! ВСЕ РОДИТЕЛИ ОБРАДОВАЛИСЬ, ЧТО НАШИ ДЕТИ БУДУТ ХОДИТЬ В БЕЗОПАСНЫЙ ТУАЛЕТ. НО НЕ ТУТ, ТО БЫЛО. ЕСЛИ ЗАЙТИ В ТУАЛЕТ, ТО НА ПЕРВЫЙ ВЗГЛЯД ВСЁ НОРМАЛЬНО, НО ЕСЛИ ПРИСМОТРЕТЬСЯ - АНТИСАНИТАРИЯ. СОТРУДНИК, КОТОРЫЙ УБИРАЕТ ТУАЛЕТ В ШКОЛЕ НЕ ЗНАЕТ САНИТАРНЫХ НОРМ. МЫ ПОДНИМАЛИ ЭТОТ ВОПРОС НА СОБРАНИИ И БЫЛО РЕШЕНО УВОЛИТЬ СОТРУДНИЦУ И ПРИНЯТЬ НА РАБОТУ НОВУЮ УБОРЩИЦУ. ДИРЕКТОР ШКОЛЫ СОГЛАСИЛСЯ С ЭТИМ РЕШЕНИЕМ И ВЗЯЛ НОВУЮ СОТРУДНИЦУ. НО СПУСТЯ НЕКОТОРОГО ВРЕМЕНИ, МОЯ ДОЧЬ ОПЯТЬ ЖАЛУЕТСЯ, ЧТО В ТУАЛЕТЕ ОЧЕНЬ ГРЯЗНО. УБОРЩИЦУ ПОМЕНЯЛИ, А В ТУАЛЕТЕ КАК БЫЛО ГРЯЗНО ТАК И ОСТАЛОСЬ ВСЕ ПО ПРЕЖНЕМУ. ТОГДА Я ПОГОВОРИЛА С УБОРЩИЦЕЙ ПО ПОВОДУ КАК ОНА УБИРАЕТСЯ. В ОТВЕТ НА ЭТО ОНА ОТВЕТИЛА, ЧТО У НЕЕ НЕТ МОЮЩИХ СРЕДСТВ ДЛЯ ТУАЛЕТА. И ЕЙ ВЫДАЮТ РАЗ В КВАРТАЛ БЕЛИЗНУ ДЛЯ МЫТЬЯ ТУАЛЕТА. Я ОБРАТИЛАСЬ С ЭТИМ ВОПРОСОМ К ДИРЕКТОРУ ШКОЛЫ И ОНА СКАЗАЛА ЧТО БЮДЖЕТ НЕ РЕЗИНОВЫЙ. И ЧТО ОНА УЖЕ СДЕЛАЛА РЕМОНТ В ТУАЛЕТАХ ШКОЛЫ И БЫЛО ПОТРАЧЕНО МНОГО ДЕНЕГ. А ВООБЩЕ Я СЧИТАЮ, ЧТО ПРОВЕРКИ САНИТАРНЫХ НОРМ ДОЛЖНЫ ПРОВЕРЯТЬСЯ КАЖДЫЙ ДЕНЬ, ПОСТОЯННО, БЕЗ ЭТОГО НА СЕГОДНЯШНИЙ ДЕНЬ НЕЛЬЗЯ.;https://www.promonado.ru/domestos-schools/thumb/7EF4654D-14DC-4EB7-94A5-4A1DD85CAC0B.jpg;6;https://www.promonado.ru/domestos-schools/?voteid=190
ОРЕНБУРГ;УЛ. ПРОСТОРНАЯ, ЗД. 14/1 МОАУ "СОШ № 69 ДОБРЫЙ ДЕНЬ ! СЛАВА БОГУ ! В ШКОЛЕ, ГДЕ УЧИТСЯ МОЯ ДОЧЬ, СДЕЛАЛИ РЕМОНТ. НО НАШЕ СЧАСТЬЕ БЫЛО НЕ ДОЛГИМ. ЕСЛИ ЗАЙТИ В ТУАЛЕТ, ТО НА ПЕРВЫЙ ВЗГЛЯД ВСЁ НОРМАЛЬНО, НО ЕСЛИ ПРИСМОТРЕТЬСЯ, ТО ЭТО АНТИСАНИТАРИЯ. ПЛОХО УБИРАЮТ ТУАЛЕТ, ХОТЯ МОЮТ УТРОМ И ВЕЧЕРОМ. МЕЛОЧИ, НО ВЕСЬМА НЕ ПРИЯТНЫЕ. ВИДНО, ЧТО УБОРЩИЦА НЕ ЗНАЕТ САНИТАРНЫХ НОРМ. УБОРЩИЦА ЕСТЬ В ШКОЛЕ, НО НЕТ ГИГИЕНЫ, ХОТЯ РЕМОНТ СДЕЛАЛИ. НО ВОЗНИКЛА НОВАЯ ПРОБЛЕМА - ЧИСТОТА В ТУАЛЕТЕ, ЗАЛОГ ЗДОРОВЬЯ НАШИХ ДЕТЕЙ. ИЗ СЛОВ ДОЧЕРИ, Я ПОНЯЛА, ЧТО В ТУАЛЕТЕ ВСЕГДА НЕТУ ТУАЛЕТНОЙ БУМАГИ, СТЕНЫ И УНИТАЗ ГРЯЗНЫЕ, ИЗ УНИТАЗА ПАХНЕТ КАНАЛИЗАЦИЕЙ. НА ОБЩЕМ СОБРАНИИ РОДИТЕЛИ РЕШИЛИ, ЧТОБЫ УВОЛИЛИ УБОРЩИЦУ, И ПРИНЯЛИ НОВУЮ СОТРУДНИЦУ. ДИРЕКТОР ШКОЛЫ ТАК И СДЕЛАЛ, НО С ПРИНЯТИЕМ НОВОГО СОТРУДНИКА, СИТУАЦИЯ НЕ ИЗМЕНИЛАСЬ. В ТУАЛЕТЕ КАК БЫЛО ГРЯЗНО, ТАК И ОСТАЛОСЬ. ТОГДА Я РЕШИЛА ПОГОВОРИТЬ С УБОРЩИЦЕЙ, ОНА СКАЗАЛА, ЧТО У НЕЕ НЕТ МОЮЩИХ СРЕДСТВ ДЛЯ ТУАЛЕТА. И ЧТО ЕЙ ВЫДАЮТ БЕЛИЗНУ НА 3 КВАРТАЛА, ОНА НЕ МОЖЕТ ЗА СВОИ ДЕНЬГИ КУПИТЬ МОЮЩИЕ СРЕДСТВА. ПОТОМ Я ПОШЛА К ДИРЕКТОРУ ШКОЛЫ ПО ПОВОДУ ЭТОГО ВОПРОСА. ОНА МНЕ СКАЗАЛА, ЧТО БЮДЖЕТ НЕ РЕЗИНОВЫЙ, МНОГО ДЕНЕГ УШЛО НА РЕМОНТ ШКОЛЫ. И ПРЕДЛОЖИЛА МНЕ ПОКУПАТЬ МОЮЩИЕ СРЕДСТВА ДЛЯ ШКОЛЫ, ЕСЛИ МНЕ ТАК НУЖНА ЧИСТОТА В ТУАЛЕТЕ ШКОЛЫ. А ВООБЩЕ Я СЧИТАЮ, ЧТО ПРОВЕРКИ САНИТАРНЫХ НОРМ ДОЛЖНЫ ПРОВЕРЯТЬСЯ КАЖДЫЙ ДЕНЬ ПОСТОЯННО, ВИДНО, ЧТО БЕЗ ЭТОГО НА СЕГОДНЯШНИЙ ДЕНЬ НЕЛЬЗЯ !;https://www.promonado.ru/domestos-schools/thumb/90EEC668-9A4C-4E9C-8923-4241A19B4FC7.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=191
ОРЕНБУРГ;УЛ. ПРОСТОРНАЯ, ЗД. 14/1 МОАУ "СОШ № 69 ДОБРЫЙ ДЕНЬ ! СЛАВА БОГУ ! В ШКОЛЕ, ГДЕ УЧИТСЯ МОЯ ДОЧЬ, СДЕЛАЛИ РЕМОНТ. НО НАШЕ СЧАСТЬЕ БЫЛО НЕ ДОЛГИМ. ЕСЛИ ЗАЙТИ В ТУАЛЕТ, ТО НА ПЕРВЫЙ ВЗГЛЯД ВСЁ НОРМАЛЬНО, НО ЕСЛИ ПРИСМОТРЕТЬСЯ, ТО ЭТО АНТИСАНИТАРИЯ. ПЛОХО УБИРАЮТ ТУАЛЕТ, ХОТЯ МОЮТ УТРОМ И ВЕЧЕРОМ. МЕЛОЧИ, НО ВЕСЬМА НЕ ПРИЯТНЫЕ. ВИДНО, ЧТО УБОРЩИЦА НЕ ЗНАЕТ САНИТАРНЫХ НОРМ. УБОРЩИЦА ЕСТЬ В ШКОЛЕ, НО НЕТ ГИГИЕНЫ, ХОТЯ РЕМОНТ СДЕЛАЛИ. НО ВОЗНИКЛА НОВАЯ ПРОБЛЕМА - ЧИСТОТА В ТУАЛЕТЕ, ЗАЛОГ ЗДОРОВЬЯ НАШИХ ДЕТЕЙ. ИЗ СЛОВ ДОЧЕРИ, Я ПОНЯЛА, ЧТО В ТУАЛЕТЕ ВСЕГДА НЕТУ ТУАЛЕТНОЙ БУМАГИ, СТЕНЫ И УНИТАЗ ГРЯЗНЫЕ, ИЗ УНИТАЗА ПАХНЕТ КАНАЛИЗАЦИЕЙ. НА ОБЩЕМ СОБРАНИИ РОДИТЕЛИ РЕШИЛИ, ЧТОБЫ УВОЛИЛИ УБОРЩИЦУ, И ПРИНЯЛИ НОВУЮ СОТРУДНИЦУ. ДИРЕКТОР ШКОЛЫ ТАК И СДЕЛАЛ, НО С ПРИНЯТИЕМ НОВОГО СОТРУДНИКА, СИТУАЦИЯ НЕ ИЗМЕНИЛАСЬ. В ТУАЛЕТЕ КАК БЫЛО ГРЯЗНО, ТАК И ОСТАЛОСЬ. ТОГДА Я РЕШИЛА ПОГОВОРИТЬ С УБОРЩИЦЕЙ, ОНА СКАЗАЛА, ЧТО У НЕЕ НЕТ МОЮЩИХ СРЕДСТВ ДЛЯ ТУАЛЕТА. И ЧТО ЕЙ ВЫДАЮТ БЕЛИЗНУ НА 3 КВАРТАЛА, ОНА НЕ МОЖЕТ ЗА СВОИ ДЕНЬГИ КУПИТЬ МОЮЩИЕ СРЕДСТВА. ПОТОМ Я ПОШЛА К ДИРЕКТОРУ ШКОЛЫ ПО ПОВОДУ ЭТОГО ВОПРОСА. ОНА МНЕ СКАЗАЛА, ЧТО БЮДЖЕТ НЕ РЕЗИНОВЫЙ, МНОГО ДЕНЕГ УШЛО НА РЕМОНТ ШКОЛЫ. И ПРЕДЛОЖИЛА МНЕ ПОКУПАТЬ МОЮЩИЕ СРЕДСТВА ДЛЯ ШКОЛЫ, ЕСЛИ МНЕ ТАК НУЖНА ЧИСТОТА В ТУАЛЕТЕ ШКОЛЫ. А ВООБЩЕ Я СЧИТАЮ, ЧТО ПРОВЕРКИ САНИТАРНЫХ НОРМ ДОЛЖНЫ ПРОВЕРЯТЬСЯ КАЖДЫЙ ДЕНЬ ПОСТОЯННО, ВИДНО, ЧТО БЕЗ ЭТОГО НА СЕГОДНЯШНИЙ ДЕНЬ НЕЛЬЗЯ !;https://www.promonado.ru/domestos-schools/thumb/90EEC668-9A4C-4E9C-8923-4241A19B4FC7.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=192
Г.САРАТОВ;УЛ.ИМ.КЛОЧКОВА В.Г., ЗД.85, СТР.1 НАША ШКОЛА БЫЛА ПОСТРОЕНА В 1959 ГОДУ. ЗДАНИЕ ДОСТАТОЧНО СТАРОЕ, НО РАБОТНИКИ ВСЕМИ СИЛАМИ ПЫТАЮТСЯ СОХРАНИТЬ ЧИСТОТУ И ПОРЯДОК. ОЧЕНЬ ХОЧЕТСЯ СДЕЛАТЬ РЕМОНТ В ТУАЛЕТЕ НАЧАЛЬНОЙ ШКОЛЫ ДЛЯ МАЛЕНЬКИХ РЕБЯТИШЕК. ;https://www.promonado.ru/domestos-schools/thumb/A503EC4D-F59C-4509-8D8C-1650699B38CA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=193
;КЕМЕРОВСКАЯ ОБЛАСТЬ-КУЗБАСС, МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "ГИМНАЗИЯ 24" МБОУ ГИМНАЗИЯ 24 НУЖДАЕТСЯ В ПРОВЕДЕНИИ КАПИТАЛЬНОГО РЕМОНТА ТУАЛЕТОВ ДЛЯ МАЛЬЧИКОВ, ДЕВОЧЕК. НАДЕЕМСЯ НА ВАШУ ПОДДЕРЖКУ.;https://www.promonado.ru/domestos-schools/thumb/5EB7E051-9EEA-4DF0-8CF1-88523F7F35AA.jpg;189;https://www.promonado.ru/domestos-schools/?voteid=195
;КЕМЕРОВСКАЯ ОБЛ., МБОУ ГИМНАЗИЯ № 24 ГИМНАЗИЯ № 24 ПОСТРОЕНА В 1974 ГОДУ ЗА ЭТО ВРЕМЯ ТУАЛЕТНЫЕ КОМНАТЫ МАЛЬЧИКОВ И ДЕВОЧЕК НИ РАЗУ НЕ РЕМОНТИРОВАЛИСЬ. НАДЕЕМСЯ НА ВАШУ ПОМОЩЬ И ПОДДЕРЖКУ.;https://www.promonado.ru/domestos-schools/thumb/A5B0E13B-9493-4F40-A586-325D6C4F0722.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=196
;МКОУ НИКОЛЬСКАЯ СОШ HTTPS://YOUTU.BE/T9BRGF1Z6AA О НАШЕЙ ШКОЛЕ;https://www.promonado.ru/domestos-schools/thumb/3BBBED1B-145E-43EF-95CD-69B6C60DFF62.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=197
;МБОУ "СОШ4", РЕСПУБЛИКА КАЛМЫКИЯ, Г. ЭЛИСТА, УЛИЦА ИЛИШКИНА, 16 СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 4 - ОДНА ИЗ СТАРЕЙШИХ ШКОЛ ГОРОДА ЭЛИСТЫ, ОСНОВАНА В 1957 ГОДУ. НАШЕЙ ШКОЛЕ ОЧЕНЬ ТРЕБУЕТСЯ КАПИТАЛЬНЫЙ РЕМОНТ ТУАЛЕТОВ, ТАК КАК ЗА ВРЕМЯ РАБОТЫ ШКОЛЫ НЕОБХОДИМ РЕМОНТ;https://www.promonado.ru/domestos-schools/thumb/764E6BF2-A1E7-4331-A345-966610F76738.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=198
ВОРОНЕЖ, УЛ. 45 СТРЕЛКОВОЙ ДИВИЗИИ, 102;МБОУ СОШ 29 ШКОЛЬНЫЙ ТУАЛЕТ ОЧЕНЬ НУЖДАЕТСЯ В РЕМОНТЕ.;https://www.promonado.ru/domestos-schools/thumb/87BDCEA8-644F-4DFF-8CD2-FF56A03111FB.jpg;1;https://www.promonado.ru/domestos-schools/?voteid=199
ПАРТИЗАНСК;МБОУ "СОШ №22" ПГО692871, ПРИМОРСКИЙ КРАЙ, ПАРТИЗАНСК Г, УГЛЕКАМЕНСК С, СОВЕТСКАЯ УЛ, ДОМ № 39 ТУАЛЕТ СЕЛЬСКОЙ ШКОЛЫ;https://www.promonado.ru/domestos-schools/thumb/E209CB00-D449-4C04-AC48-04A88C670F24.jpg;1;https://www.promonado.ru/domestos-schools/?voteid=200
ВОРОНЕЖ;МБОУ СОШ 29 45 СТРЕЛКОВОЙ ДИВИЗИИ ОТСУТСВИЕ ДВЕРЕЙ;https://www.promonado.ru/domestos-schools/thumb/5673142E-FF7E-4362-9056-99DF4EE65DD1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=201
ПАРТИЗАНСК;УЛ.СОВЕТСКАЯ 39А ТРЕБУЕТСЯ КАПИТАЛЬНЫЙ РЕМОНТ ТУАЛЕТНЫХ КОМНАТ,УКЛАДКА НАПОЛЬНОЙ ПЛИТКИ,УКЛАДКА НАСТЕННОЙ ПЛИТКИ, ЗАМЕНА КОММУНИКАЦИЙ;https://www.promonado.ru/domestos-schools/thumb/D7D9CDC8-9586-486A-B44F-343D08B94EA1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=202
ПАРТИЗАНСК;УЛ.СОВЕТСКАЯ 39А КАПИТАЛЬНЫЙ РЕМОНТ ТУАЛЕТНЫХ КОМНАТ. УКЛАДКА НАПОЛЬНОЙ И НАСТЕННОЙ ПЛИТКИ, ЗАМЕНА ТРУБ СИСТЕМЫ ВОДООТВЕДЕНИЯ;https://www.promonado.ru/domestos-schools/thumb/D7D9CDC8-9586-486A-B44F-343D08B94EA1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=203
;МБОУ "ЛИЦЕЙ N 44" РЕМЕНЬ ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/F91B6CE8-46F9-4933-8B8F-32EACA4090FD.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=204
С.БАРАБАШ;ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ РАЙОН, С.БАРАБАШ, УЛ.ГАГАРИНА 25. МКОУ СОШ №2. В ТУАЛЕТАХ НЕТ ОТДЕЛЬНЫХ КАБИНОК И ЭТО БОЛЬШАЯ ПРОБЛЕМА. РЕБЯТА ОТПРАШИВАЮТСЯ В ТУАЛЕТ НА УРОКЕ, НАДЕЯСЬ, ЧТО ТАМ НИКОГО НЕ БУДЕТ. НЕ ОБОРУДОВАННЫЕ ШКОЛЬНЫЕ ТУАЛЕТЫ, КАК ЛОЖКА ДЕГТЯ В БОЧКЕ С МЁДОМ.;https://www.promonado.ru/domestos-schools/thumb/F347DC25-4C69-41DC-BA26-D25EBC38EAC0.jpg;24;https://www.promonado.ru/domestos-schools/?voteid=205
ЧЕБОКСАРЫ;УЛ. БАУМАНА, 10 НЕОБХОДИМ РЕМОНТ ШКОЛЬНОГО ТУАЛЕТА, ПОМОГИТЕ, ПОЖАЛУЙСТА!;https://www.promonado.ru/domestos-schools/thumb/22793EC2-FAB8-4480-851A-6362C19B9BE3.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=206
ЧЕБОКСАРЫ;МБОУ ЛИЦЕЙ 44 УЛ БАУМАНА, 10 РЕМОНТ ТУАЛЕТА 44 ЛИЦЕЯ;https://www.promonado.ru/domestos-schools/thumb/AB22FEF9-8EE9-4551-8192-FF5A9FFE7FDD.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=208
ЧЕБОКСАРЫ;МБОУ ЛИЦЕЙ 44 УЛ БАУМАНА, 10 РЕМОНТ ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/AB22FEF9-8EE9-4551-8192-FF5A9FFE7FDD.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=209
;ЛИЦЕЙ 44, БАУМАНА 10 ТУАЛЕТ НЕ СООТВЕТСТВУЕТ СОВРЕМЕННЫМ СТАНДАРТАМ. ХОТЕЛОСЬ БЫ ЧТОБЫ МОЙ РЕБЁНОК ПОЛЬЗОВАЛСЯ ЧИСТЫМ И КРАСИВЫМ ТУАЛЕТОМ;https://www.promonado.ru/domestos-schools/thumb/1989C73B-F52F-44D5-9DBC-085D46094D41.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=211
;КЕМЕРОВСКАЯ ОБЛ., Г. МЕЖДУРЕЧЕНСК, УЛ. ЛАЗО 33, МБОУ ГИМНАЗИЯ №24 ЗДАНИЕ ГИМНАЗИИ № 24 (КОРПУС № 1) ПОСТРОЕНО В 1974 ГОДУ. ТУАЛЕТНЫМ КОМНАТАМ ДЛЯ МАЛЬЧИКОВ И ДЛЯ ДЕВОЧЕК РАСПОЛОЖЕННЫХ НА КАЖДОМ ЭТАЖЕ 4 ЭТАЖНОГО ЗДАНИЯ ТРЕБУЕТСЯ КАПИТАЛЬНЫЙ РЕМОНТ.;https://www.promonado.ru/domestos-schools/thumb/D6FC98C2-CD99-4623-B7E8-2C6A6FDCEFE2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=212
;СОШ N 3 П. РУДНИЧНЫЙ, УЛ.ПЕРОВАМАЙСКАЯ, 11 ШКОЛЕ БОЛЕЕ 60 ЛЕТ, НИ РАЗУ НЕ ДЕЛАЛИ РЕМОНТ В ТУАЛЕТЕ. САНУЗЕЛ В УЖАСНОМ СОСТОЯНИИ ;https://www.promonado.ru/domestos-schools/thumb/C4A1C3D2-DE6D-4D89-B57B-D0F5BBA2757E.jpg;4;https://www.promonado.ru/domestos-schools/?voteid=213
УФА;МБОУ "ЦЕНТР ОБРАЗОВАНИЯ 10" ГОРОДСКОГО ОКРУГА Г. УФА РЕСПУБЛИКИ БАШКОРТОСТАН. Г.УФА , УЛ. ЗЕНЦОВА,51 ШКОЛА 10 БЫЛА ОТКРЫТА В 1937. В ТЕЧЕНИИ ПЕРВЫХ ТРЕХ ЛЕТ ШКОЛА БЫЛА НАГРАЖДЕНА ПЕРЕХОДЯЩИМ КРАСНЫМ ЗНАМЕНЕМ ЗА УСПЕХИ. В 1941-1942 ГОДАХ В ЗДАНИИ ШКОЛЫ РАЗМЕСТИЛСЯ ЭВАКОГОСПИТАЛЬ.;https://www.promonado.ru/domestos-schools/thumb/22612E3D-DE42-4671-B91E-CCAAB5E75D2F.jpg;4;https://www.promonado.ru/domestos-schools/?voteid=214
;ТЕСТ АДРЕСА БОЛЬШОЕ ОПИСАНИЕ;https://www.promonado.ru/domestos-schools/thumb/0401FB00-AFF0-4EB2-9835-8229AD98C85E.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=215
УФА;БАШКОРТОСТАН, Г.УФА, УЛ. ЗЕНЦОВА, 51 МБОУ ЦЕНТР ОБРАЗОВАНИЯ N10;https://www.promonado.ru/domestos-schools/thumb/24895E67-BF54-454E-9305-5AD37E91B61D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=216
ЧЕБОКСАРЫ;МБОУ «ЛИЦЕЙ 44”, УЛ. БАУМАНА, 10 ЗАЧЕМ СЛОВА, ФОТО ГОВОРИТ САМО ЗА СЕБЯ...;https://www.promonado.ru/domestos-schools/thumb/B242977F-6B94-484C-96AD-5C7AFF44A4EA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=217
С.БАРАБАШ;ПРИМОРСКИЙ КРАЙ, ХАСАНСКИЙ РАЙОН, С.БАРАБАШ, УЛ.ГАГАРИНА 25. МКОУ СОШ №2. В ШКОЛЬНЫХ ТУАЛЕТАХ НЕТ ОТДЕЛЬНЫХ КАБИНОК. ДЕТИ ОТПРАШИВАЮТСЯ С УРОКОВ, ЧТОБЫ СХОДИТЬ В ТУАЛЕТ, НАДЕЯСЬ, ЧТО ТАМ НИКОГО НЕ БУДЕТ. РЕБЕНОК ДОЛЖЕН ДУМАТЬ ОБ УЧЕБЕ, А НЕ О ТОМ, КАК СХОДИТЬ В ТУАЛЕТ И НЕ БЫТЬ НА ВИДУ У ДРУГИХ.;https://www.promonado.ru/domestos-schools/thumb/E31E8B7B-E96C-4AF1-AA4D-9F630408FD61.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=218
ВЛАДИВОСТОК;МБОУ «СОШ» НОМЕР 72 Г.ВЛАДИВОСТОК ТУАЛЕТ В УЖАСНОМ ВИДЕ! ХОЧЕТСЯ ОТРЕМОНТИРОВАТЬ ТУАЛЕТ ДЛЯ НАШИХ ДЕТОК!!! ;https://www.promonado.ru/domestos-schools/thumb/9BD0524A-8164-4E62-8992-043CA6F2E4E6.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=220
